x,y
298.7223168654174,11.897727272727272
288.7563884156729,11.897727272727272
275.97955706984663,11.880681818181817
261.41396933560475,11.880681818181817
249.65928449744465,11.880681818181817
231.7717206132879,11.880681818181817
213.37308347529816,11.863636363636363
195.99659284497443,11.846590909090908
174.27597955706983,11.863636363636363
150.0,11.846590909090908
117.29131175468484,11.829545454545451
100.68143100511072,11.846590909090908
81.26064735945486,11.8125
64.65076660988073,11.8125
57.751277683134575,11.795454545454543
51.87393526405451,11.710227272727272
46.76320272572402,11.539772727272728
39.86371379897785,11.130681818181817
35.51959114139693,10.755681818181817
32.19761499148211,10.397727272727272
29.38671209540034,10.056818181818182
26.320272572402043,9.596590909090908
23.253833049403745,9.119318181818182
19.6763202725724,8.454545454545453
16.35434412265758,7.704545454545454
13.798977853492332,7.159090909090908
10.988074957410555,6.477272727272727
8.943781942078362,5.914772727272727
7.155025553662687,5.386363636363636
5.621805792163542,4.806818181818182
4.088586030664391,4.107954545454545
2.810902896081768,3.255681818181818
2.044293015332196,2.6079545454545454
1.277683134582618,1.977272727272727
0.766609880749572,1.0738636363636362
0.25553662691652,0.5113636363636364
0.0,0.0
